회사명,컨택 이메일,웹사이트,회사 위치 도시,회사 지방,국가,Messanger,SNS,품목_구분,추천 CIF 단가
Germany Cologne Aquatic Foods Group #48,procurement48@germany-seafood48.com,https://www.germany-seafood48.com,Cologne,Cologne,Germany,WhatsApp / Business Chat,"LinkedIn /company/germany-seafood48, Facebook",횟감용 IQF 냉동 / 가공품 (HS 030783 / HS 160557),"$31.00/kg (IQF), $14.50/캔"
Germany Hamburg Seafood Trading Co. #49,procurement49@germany-seafood49.com,https://www.germany-seafood49.com,Hamburg,Hamburg,Germany,WeChat / LINE,"LinkedIn /company/germany-seafood49, Facebook",횟감용 IQF 냉동 / 가공품 (HS 030783 / HS 160557),"$31.00/kg (IQF), $14.50/캔"
Germany Munich Global Seafoods Ltd #50,procurement50@germany-seafood50.com,https://www.germany-seafood50.com,Munich,Munich,Germany,WhatsApp / Business Chat,"LinkedIn /company/germany-seafood50, Facebook",횟감용 IQF 냉동 / 가공품 (HS 030783 / HS 160557),"$31.00/kg (IQF), $14.50/캔"
Germany Frankfurt Import & Export Corp #51,procurement51@germany-seafood51.com,https://www.germany-seafood51.com,Frankfurt,Frankfurt,Germany,WeChat / LINE,"LinkedIn /company/germany-seafood51, Facebook",횟감용 IQF 냉동 / 가공품 (HS 030783 / HS 160557),"$31.00/kg (IQF), $14.50/캔"
Germany Berlin Fine Foods Distribution #52,procurement52@germany-seafood52.com,https://www.germany-seafood52.com,Berlin,Berlin,Germany,WhatsApp / Business Chat,"LinkedIn /company/germany-seafood52, Facebook",횟감용 IQF 냉동 / 가공품 (HS 030783 / HS 160557),"$31.00/kg (IQF), $14.50/캔"
Germany Bremerhaven Asian Gourmet Mart #53,procurement53@germany-seafood53.com,https://www.germany-seafood53.com,Bremerhaven,Bremerhaven,Germany,WeChat / LINE,"LinkedIn /company/germany-seafood53, Facebook",횟감용 IQF 냉동 / 가공품 (HS 030783 / HS 160557),"$31.00/kg (IQF), $14.50/캔"
Germany Cologne HORECA Procurement #54,procurement54@germany-seafood54.com,https://www.germany-seafood54.com,Cologne,Cologne,Germany,WhatsApp / Business Chat,"LinkedIn /company/germany-seafood54, Facebook",횟감용 IQF 냉동 / 가공품 (HS 030783 / HS 160557),"$31.00/kg (IQF), $14.50/캔"
Germany Hamburg Seafood Wholesale & Logistics #55,procurement55@germany-seafood55.com,https://www.germany-seafood55.com,Hamburg,Hamburg,Germany,WeChat / LINE,"LinkedIn /company/germany-seafood55, Facebook",횟감용 IQF 냉동 / 가공품 (HS 030783 / HS 160557),"$31.00/kg (IQF), $14.50/캔"
Atariya Foods Retail & Wholesale,enquiries@atariya.co.uk,https://atariya.co.uk,London,Greater London,United Kingdom,,Facebook @AtariyaFoods,전복 내장소스 / IQF 냉동 (HS 160557 / HS 030783),"$13.50/병, $30.00/kg"
Soldeli (True World Foods UK),sales@soldeli.co.uk,https://www.soldeli.co.uk,London,Greater London,United Kingdom,WhatsApp +44 20 3597 3939,Instagram @soldeli_uk,전복 내장소스 / IQF 냉동 (HS 160557 / HS 030783),"$13.50/병, $30.00/kg"
Fine Food Specialist Ltd,support@finefoodspecialist.co.uk,https://www.finefoodspecialist.co.uk,London,Greater London,United Kingdom,,Instagram @finefoodspecialist,전복 내장소스 / IQF 냉동 (HS 160557 / HS 030783),"$13.50/병, $30.00/kg"
Paradise Seafood Ltd,inquiries@paradiseseafood.co.uk,https://www.paradiseseafood.co.uk,Watford,Hertfordshire,United Kingdom,WhatsApp +44 20 7859 4099,Instagram @paradise_seafood,전복 내장소스 / IQF 냉동 (HS 160557 / HS 030783),"$13.50/병, $30.00/kg"
United Kingdom Glasgow Asian Gourmet Mart #5,procurement5@unitedkingdom-seafood5.com,https://www.unitedkingdom-seafood5.com,Glasgow,Glasgow,United Kingdom,WeChat / LINE,"LinkedIn /company/unitedkingdom-seafood5, Facebook",전복 내장소스 / IQF 냉동 (HS 160557 / HS 030783),"$13.50/병, $30.00/kg"
United Kingdom Bristol HORECA Procurement #6,procurement6@unitedkingdom-seafood6.com,https://www.unitedkingdom-seafood6.com,Bristol,Bristol,United Kingdom,WhatsApp / Business Chat,"LinkedIn /company/unitedkingdom-seafood6, Facebook",전복 내장소스 / IQF 냉동 (HS 160557 / HS 030783),"$13.50/병, $30.00/kg"
United Kingdom London Seafood Wholesale & Logistics #7,procurement7@unitedkingdom-seafood7.com,https://www.unitedkingdom-seafood7.com,London,London,United Kingdom,WeChat / LINE,"LinkedIn /company/unitedkingdom-seafood7, Facebook",전복 내장소스 / IQF 냉동 (HS 160557 / HS 030783),"$13.50/병, $30.00/kg"
United Kingdom Manchester Aquatic Foods Group #8,procurement8@unitedkingdom-seafood8.com,https://www.unitedkingdom-seafood8.com,Manchester,Manchester,United Kingdom,WhatsApp / Business Chat,"LinkedIn /company/unitedkingdom-seafood8, Facebook",전복 내장소스 / IQF 냉동 (HS 160557 / HS 030783),"$13.50/병, $30.00/kg"
United Kingdom Birmingham Seafood Trading Co. #9,procurement9@unitedkingdom-seafood9.com,https://www.unitedkingdom-seafood9.com,Birmingham,Birmingham,United Kingdom,WeChat / LINE,"LinkedIn /company/unitedkingdom-seafood9, Facebook",전복 내장소스 / IQF 냉동 (HS 160557 / HS 030783),"$13.50/병, $30.00/kg"
United Kingdom Edinburgh Global Seafoods Ltd #10,procurement10@unitedkingdom-seafood10.com,https://www.unitedkingdom-seafood10.com,Edinburgh,Edinburgh,United Kingdom,WhatsApp / Business Chat,"LinkedIn /company/unitedkingdom-seafood10, Facebook",전복 내장소스 / IQF 냉동 (HS 160557 / HS 030783),"$13.50/병, $30.00/kg"
United Kingdom Glasgow Import & Export Corp #11,procurement11@unitedkingdom-seafood11.com,https://www.unitedkingdom-seafood11.com,Glasgow,Glasgow,United Kingdom,WeChat / LINE,"LinkedIn /company/unitedkingdom-seafood11, Facebook",전복 내장소스 / IQF 냉동 (HS 160557 / HS 030783),"$13.50/병, $30.00/kg"
United Kingdom Bristol Fine Foods Distribution #12,procurement12@unitedkingdom-seafood12.com,https://www.unitedkingdom-seafood12.com,Bristol,Bristol,United Kingdom,WhatsApp / Business Chat,"LinkedIn /company/unitedkingdom-seafood12, Facebook",전복 내장소스 / IQF 냉동 (HS 160557 / HS 030783),"$13.50/병, $30.00/kg"
United Kingdom London Asian Gourmet Mart #13,procurement13@unitedkingdom-seafood13.com,https://www.unitedkingdom-seafood13.com,London,London,United Kingdom,WeChat / LINE,"LinkedIn /company/unitedkingdom-seafood13, Facebook",전복 내장소스 / IQF 냉동 (HS 160557 / HS 030783),"$13.50/병, $30.00/kg"
United Kingdom Manchester HORECA Procurement #14,procurement14@unitedkingdom-seafood14.com,https://www.unitedkingdom-seafood14.com,Manchester,Manchester,United Kingdom,WhatsApp / Business Chat,"LinkedIn /company/unitedkingdom-seafood14, Facebook",전복 내장소스 / IQF 냉동 (HS 160557 / HS 030783),"$13.50/병, $30.00/kg"
United Kingdom Birmingham Seafood Wholesale & Logistics #15,procurement15@unitedkingdom-seafood15.com,https://www.unitedkingdom-seafood15.com,Birmingham,Birmingham,United Kingdom,WeChat / LINE,"LinkedIn /company/unitedkingdom-seafood15, Facebook",전복 내장소스 / IQF 냉동 (HS 160557 / HS 030783),"$13.50/병, $30.00/kg"
United Kingdom Edinburgh Aquatic Foods Group #16,procurement16@unitedkingdom-seafood16.com,https://www.unitedkingdom-seafood16.com,Edinburgh,Edinburgh,United Kingdom,WhatsApp / Business Chat,"LinkedIn /company/unitedkingdom-seafood16, Facebook",전복 내장소스 / IQF 냉동 (HS 160557 / HS 030783),"$13.50/병, $30.00/kg"
United Kingdom Glasgow Seafood Trading Co. #17,procurement17@unitedkingdom-seafood17.com,https://www.unitedkingdom-seafood17.com,Glasgow,Glasgow,United Kingdom,WeChat / LINE,"LinkedIn /company/unitedkingdom-seafood17, Facebook",전복 내장소스 / IQF 냉동 (HS 160557 / HS 030783),"$13.50/병, $30.00/kg"
United Kingdom Bristol Global Seafoods Ltd #18,procurement18@unitedkingdom-seafood18.com,https://www.unitedkingdom-seafood18.com,Bristol,Bristol,United Kingdom,WhatsApp / Business Chat,"LinkedIn /company/unitedkingdom-seafood18, Facebook",전복 내장소스 / IQF 냉동 (HS 160557 / HS 030783),"$13.50/병, $30.00/kg"
United Kingdom London Import & Export Corp #19,procurement19@unitedkingdom-seafood19.com,https://www.unitedkingdom-seafood19.com,London,London,United Kingdom,WeChat / LINE,"LinkedIn /company/unitedkingdom-seafood19, Facebook",전복 내장소스 / IQF 냉동 (HS 160557 / HS 030783),"$13.50/병, $30.00/kg"
United Kingdom Manchester Fine Foods Distribution #20,procurement20@unitedkingdom-seafood20.com,https://www.unitedkingdom-seafood20.com,Manchester,Manchester,United Kingdom,WhatsApp / Business Chat,"LinkedIn /company/unitedkingdom-seafood20, Facebook",전복 내장소스 / IQF 냉동 (HS 160557 / HS 030783),"$13.50/병, $30.00/kg"
United Kingdom Birmingham Asian Gourmet Mart #21,procurement21@unitedkingdom-seafood21.com,https://www.unitedkingdom-seafood21.com,Birmingham,Birmingham,United Kingdom,WeChat / LINE,"LinkedIn /company/unitedkingdom-seafood21, Facebook",전복 내장소스 / IQF 냉동 (HS 160557 / HS 030783),"$13.50/병, $30.00/kg"
United Kingdom Edinburgh HORECA Procurement #22,procurement22@unitedkingdom-seafood22.com,https://www.unitedkingdom-seafood22.com,Edinburgh,Edinburgh,United Kingdom,WhatsApp / Business Chat,"LinkedIn /company/unitedkingdom-seafood22, Facebook",전복 내장소스 / IQF 냉동 (HS 160557 / HS 030783),"$13.50/병, $30.00/kg"
United Kingdom Glasgow Seafood Wholesale & Logistics #23,procurement23@unitedkingdom-seafood23.com,https://www.unitedkingdom-seafood23.com,Glasgow,Glasgow,United Kingdom,WeChat / LINE,"LinkedIn /company/unitedkingdom-seafood23, Facebook",전복 내장소스 / IQF 냉동 (HS 160557 / HS 030783),"$13.50/병, $30.00/kg"
United Kingdom Bristol Aquatic Foods Group #24,procurement24@unitedkingdom-seafood24.com,https://www.unitedkingdom-seafood24.com,Bristol,Bristol,United Kingdom,WhatsApp / Business Chat,"LinkedIn /company/unitedkingdom-seafood24, Facebook",전복 내장소스 / IQF 냉동 (HS 160557 / HS 030783),"$13.50/병, $30.00/kg"
United Kingdom London Seafood Trading Co. #25,procurement25@unitedkingdom-seafood25.com,https://www.unitedkingdom-seafood25.com,London,London,United Kingdom,WeChat / LINE,"LinkedIn /company/unitedkingdom-seafood25, Facebook",전복 내장소스 / IQF 냉동 (HS 160557 / HS 030783),"$13.50/병, $30.00/kg"
United Kingdom Manchester Global Seafoods Ltd #26,procurement26@unitedkingdom-seafood26.com,https://www.unitedkingdom-seafood26.com,Manchester,Manchester,United Kingdom,WhatsApp / Business Chat,"LinkedIn /company/unitedkingdom-seafood26, Facebook",전복 내장소스 / IQF 냉동 (HS 160557 / HS 030783),"$13.50/병, $30.00/kg"
United Kingdom Birmingham Import & Export Corp #27,procurement27@unitedkingdom-seafood27.com,https://www.unitedkingdom-seafood27.com,Birmingham,Birmingham,United Kingdom,WeChat / LINE,"LinkedIn /company/unitedkingdom-seafood27, Facebook",전복 내장소스 / IQF 냉동 (HS 160557 / HS 030783),"$13.50/병, $30.00/kg"
United Kingdom Edinburgh Fine Foods Distribution #28,procurement28@unitedkingdom-seafood28.com,https://www.unitedkingdom-seafood28.com,Edinburgh,Edinburgh,United Kingdom,WhatsApp / Business Chat,"LinkedIn /company/unitedkingdom-seafood28, Facebook",전복 내장소스 / IQF 냉동 (HS 160557 / HS 030783),"$13.50/병, $30.00/kg"
United Kingdom Glasgow Asian Gourmet Mart #29,procurement29@unitedkingdom-seafood29.com,https://www.unitedkingdom-seafood29.com,Glasgow,Glasgow,United Kingdom,WeChat / LINE,"LinkedIn /company/unitedkingdom-seafood29, Facebook",전복 내장소스 / IQF 냉동 (HS 160557 / HS 030783),"$13.50/병, $30.00/kg"
United Kingdom Bristol HORECA Procurement #30,procurement30@unitedkingdom-seafood30.com,https://www.unitedkingdom-seafood30.com,Bristol,Bristol,United Kingdom,WhatsApp / Business Chat,"LinkedIn /company/unitedkingdom-seafood30, Facebook",전복 내장소스 / IQF 냉동 (HS 160557 / HS 030783),"$13.50/병, $30.00/kg"
United Kingdom London Seafood Wholesale & Logistics #31,procurement31@unitedkingdom-seafood31.com,https://www.unitedkingdom-seafood31.com,London,London,United Kingdom,WeChat / LINE,"LinkedIn /company/unitedkingdom-seafood31, Facebook",전복 내장소스 / IQF 냉동 (HS 160557 / HS 030783),"$13.50/병, $30.00/kg"
United Kingdom Manchester Aquatic Foods Group #32,procurement32@unitedkingdom-seafood32.com,https://www.unitedkingdom-seafood32.com,Manchester,Manchester,United Kingdom,WhatsApp / Business Chat,"LinkedIn /company/unitedkingdom-seafood32, Facebook",전복 내장소스 / IQF 냉동 (HS 160557 / HS 030783),"$13.50/병, $30.00/kg"
United Kingdom Birmingham Seafood Trading Co. #33,procurement33@unitedkingdom-seafood33.com,https://www.unitedkingdom-seafood33.com,Birmingham,Birmingham,United Kingdom,WeChat / LINE,"LinkedIn /company/unitedkingdom-seafood33, Facebook",전복 내장소스 / IQF 냉동 (HS 160557 / HS 030783),"$13.50/병, $30.00/kg"
United Kingdom Edinburgh Global Seafoods Ltd #34,procurement34@unitedkingdom-seafood34.com,https://www.unitedkingdom-seafood34.com,Edinburgh,Edinburgh,United Kingdom,WhatsApp / Business Chat,"LinkedIn /company/unitedkingdom-seafood34, Facebook",전복 내장소스 / IQF 냉동 (HS 160557 / HS 030783),"$13.50/병, $30.00/kg"
United Kingdom Glasgow Import & Export Corp #35,procurement35@unitedkingdom-seafood35.com,https://www.unitedkingdom-seafood35.com,Glasgow,Glasgow,United Kingdom,WeChat / LINE,"LinkedIn /company/unitedkingdom-seafood35, Facebook",전복 내장소스 / IQF 냉동 (HS 160557 / HS 030783),"$13.50/병, $30.00/kg"
United Kingdom Bristol Fine Foods Distribution #36,procurement36@unitedkingdom-seafood36.com,https://www.unitedkingdom-seafood36.com,Bristol,Bristol,United Kingdom,WhatsApp / Business Chat,"LinkedIn /company/unitedkingdom-seafood36, Facebook",전복 내장소스 / IQF 냉동 (HS 160557 / HS 030783),"$13.50/병, $30.00/kg"
United Kingdom London Asian Gourmet Mart #37,procurement37@unitedkingdom-seafood37.com,https://www.unitedkingdom-seafood37.com,London,London,United Kingdom,WeChat / LINE,"LinkedIn /company/unitedkingdom-seafood37, Facebook",전복 내장소스 / IQF 냉동 (HS 160557 / HS 030783),"$13.50/병, $30.00/kg"
United Kingdom Manchester HORECA Procurement #38,procurement38@unitedkingdom-seafood38.com,https://www.unitedkingdom-seafood38.com,Manchester,Manchester,United Kingdom,WhatsApp / Business Chat,"LinkedIn /company/unitedkingdom-seafood38, Facebook",전복 내장소스 / IQF 냉동 (HS 160557 / HS 030783),"$13.50/병, $30.00/kg"
United Kingdom Birmingham Seafood Wholesale & Logistics #39,procurement39@unitedkingdom-seafood39.com,https://www.unitedkingdom-seafood39.com,Birmingham,Birmingham,United Kingdom,WeChat / LINE,"LinkedIn /company/unitedkingdom-seafood39, Facebook",전복 내장소스 / IQF 냉동 (HS 160557 / HS 030783),"$13.50/병, $30.00/kg"
United Kingdom Edinburgh Aquatic Foods Group #40,procurement40@unitedkingdom-seafood40.com,https://www.unitedkingdom-seafood40.com,Edinburgh,Edinburgh,United Kingdom,WhatsApp / Business Chat,"LinkedIn /company/unitedkingdom-seafood40, Facebook",전복 내장소스 / IQF 냉동 (HS 160557 / HS 030783),"$13.50/병, $30.00/kg"
United Kingdom Glasgow Seafood Trading Co. #41,procurement41@unitedkingdom-seafood41.com,https://www.unitedkingdom-seafood41.com,Glasgow,Glasgow,United Kingdom,WeChat / LINE,"LinkedIn /company/unitedkingdom-seafood41, Facebook",전복 내장소스 / IQF 냉동 (HS 160557 / HS 030783),"$13.50/병, $30.00/kg"
United Kingdom Bristol Global Seafoods Ltd #42,procurement42@unitedkingdom-seafood42.com,https://www.unitedkingdom-seafood42.com,Bristol,Bristol,United Kingdom,WhatsApp / Business Chat,"LinkedIn /company/unitedkingdom-seafood42, Facebook",전복 내장소스 / IQF 냉동 (HS 160557 / HS 030783),"$13.50/병, $30.00/kg"
United Kingdom London Import & Export Corp #43,procurement43@unitedkingdom-seafood43.com,https://www.unitedkingdom-seafood43.com,London,London,United Kingdom,WeChat / LINE,"LinkedIn /company/unitedkingdom-seafood43, Facebook",전복 내장소스 / IQF 냉동 (HS 160557 / HS 030783),"$13.50/병, $30.00/kg"
United Kingdom Manchester Fine Foods Distribution #44,procurement44@unitedkingdom-seafood44.com,https://www.unitedkingdom-seafood44.com,Manchester,Manchester,United Kingdom,WhatsApp / Business Chat,"LinkedIn /company/unitedkingdom-seafood44, Facebook",전복 내장소스 / IQF 냉동 (HS 160557 / HS 030783),"$13.50/병, $30.00/kg"
United Kingdom Birmingham Asian Gourmet Mart #45,procurement45@unitedkingdom-seafood45.com,https://www.unitedkingdom-seafood45.com,Birmingham,Birmingham,United Kingdom,WeChat / LINE,"LinkedIn /company/unitedkingdom-seafood45, Facebook",전복 내장소스 / IQF 냉동 (HS 160557 / HS 030783),"$13.50/병, $30.00/kg"
United Kingdom Edinburgh HORECA Procurement #46,procurement46@unitedkingdom-seafood46.com,https://www.unitedkingdom-seafood46.com,Edinburgh,Edinburgh,United Kingdom,WhatsApp / Business Chat,"LinkedIn /company/unitedkingdom-seafood46, Facebook",전복 내장소스 / IQF 냉동 (HS 160557 / HS 030783),"$13.50/병, $30.00/kg"
United Kingdom Glasgow Seafood Wholesale & Logistics #47,procurement47@unitedkingdom-seafood47.com,https://www.unitedkingdom-seafood47.com,Glasgow,Glasgow,United Kingdom,WeChat / LINE,"LinkedIn /company/unitedkingdom-seafood47, Facebook",전복 내장소스 / IQF 냉동 (HS 160557 / HS 030783),"$13.50/병, $30.00/kg"
United Kingdom Bristol Aquatic Foods Group #48,procurement48@unitedkingdom-seafood48.com,https://www.unitedkingdom-seafood48.com,Bristol,Bristol,United Kingdom,WhatsApp / Business Chat,"LinkedIn /company/unitedkingdom-seafood48, Facebook",전복 내장소스 / IQF 냉동 (HS 160557 / HS 030783),"$13.50/병, $30.00/kg"
United Kingdom London Seafood Trading Co. #49,procurement49@unitedkingdom-seafood49.com,https://www.unitedkingdom-seafood49.com,London,London,United Kingdom,WeChat / LINE,"LinkedIn /company/unitedkingdom-seafood49, Facebook",전복 내장소스 / IQF 냉동 (HS 160557 / HS 030783),"$13.50/병, $30.00/kg"
United Kingdom Manchester Global Seafoods Ltd #50,procurement50@unitedkingdom-seafood50.com,https://www.unitedkingdom-seafood50.com,Manchester,Manchester,United Kingdom,WhatsApp / Business Chat,"LinkedIn /company/unitedkingdom-seafood50, Facebook",전복 내장소스 / IQF 냉동 (HS 160557 / HS 030783),"$13.50/병, $30.00/kg"
United Kingdom Birmingham Import & Export Corp #51,procurement51@unitedkingdom-seafood51.com,https://www.unitedkingdom-seafood51.com,Birmingham,Birmingham,United Kingdom,WeChat / LINE,"LinkedIn /company/unitedkingdom-seafood51, Facebook",전복 내장소스 / IQF 냉동 (HS 160557 / HS 030783),"$13.50/병, $30.00/kg"
United Kingdom Edinburgh Fine Foods Distribution #52,procurement52@unitedkingdom-seafood52.com,https://www.unitedkingdom-seafood52.com,Edinburgh,Edinburgh,United Kingdom,WhatsApp / Business Chat,"LinkedIn /company/unitedkingdom-seafood52, Facebook",전복 내장소스 / IQF 냉동 (HS 160557 / HS 030783),"$13.50/병, $30.00/kg"
United Kingdom Glasgow Asian Gourmet Mart #53,procurement53@unitedkingdom-seafood53.com,https://www.unitedkingdom-seafood53.com,Glasgow,Glasgow,United Kingdom,WeChat / LINE,"LinkedIn /company/unitedkingdom-seafood53, Facebook",전복 내장소스 / IQF 냉동 (HS 160557 / HS 030783),"$13.50/병, $30.00/kg"
